idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
7742,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3][C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h5-7H,2,4H2,1H3/t5-,6+/m0/s1",69.79527,70.72613,Singlet_Carbene_Intra_Disproportionation
7743,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([H:8])[H:9].[C:2]1([H:10])=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C5H8O.CH2/c6-5-3-1-2-4-5;/h1,3,5-6H,2,4H2;1H2/t5-;/m0./s1",110.57321,115.82248999999999,"1,2_Insertion_carbene"
7744,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([H:11])=[C:4]([H:12])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])[H:10].[H:9][H:13],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-5-3-2-4-6(5)7;/h2-3,6-7H,1,4H2;1H/t6-;/m1./s1",88.03302,29.14917,
7745,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C+:2]1[C:3]([H:11])=[C-:4][C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10].[H:12][H:13],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-5-3-2-4-6(5)7;/h3,6-7H,4H2,1H3;1H/t6-;/m1./s1",94.57643,88.84680999999999,
7746,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](/[C:4]([C:5]([H:14])([H:15])[H:16])([H:12])[H:13])[H:11])[C:6][O:7][H:17])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-3-4-6(2)5-7/h4,7H,3H2,1-2H3/b6-4-",79.29048,61.72359,
7747,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@:2]1([C:3](=[C:4]=[N:5][H:12])[H:11])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-5(2-3-6)4-7-5/h2,6H,4H2,1H3/t5-/m1/s1",78.79995,42.60468,
7748,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3])[C:7]([O:6]/[C:4](=[N:5]\[H:12])[H:11])([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-5(2)3-7-4-6/h4,6H,3H2,1H3/b6-4-",97.92645,94.50845,
7749,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]#[C:3][H:11])([H:8])([H:9])[H:10].[C:4]=[N:5][H:12].[O:6]=[C:7]([H:13])[H:14],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C3H4.CHN.CH2O/c1-3-2;2*1-2/h1H,2H3;2H;1H2",118.54111999999999,82.87539,
7750,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](/[C:4]#[N:5])[H:11])[C:7]([O:6][H:12])([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-5(4-7)2-3-6/h2,7H,4H2,1H3/b5-2-",68.59039,9.56675,
7751,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:7]([C:2]#[C:3][H:11])([H:13])[H:14])([H:8])([H:9])[H:10].[C:4](=[N:5][H:12])=[O:6],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C4H6.CHNO/c1-3-4-2;2-1-3/h1H,4H2,2H3;2H",104.48934,25.337229999999998,
7752,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3](=[C:4]=[N:5][H:12])[H:11])=[C:7]([O:6][H:14])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-5(4-7)2-3-6/h2,4,6-7H,1H3",78.50856999999999,27.46463,
7753,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([c:2]1[c:3]([H:11])[c:4]([N:5]([H:12])[H:13])[o:6][c:7]1[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2-3H,6H2,1H3",94.74183000000001,-0.25853000000000004,
7754,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:7]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6]1)([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-2-4-3-5(6)7-4/h3,6H,2H2,1H3/b6-5-",104.48769,27.87688,
7755,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([H:11])=[C:4]([N:5]([H:10])[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])[H:9],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2H,1,3,6H2",101.6459,10.322339999999999,
7756,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:7]([H:14])[O:6]/[C:4](=[N:5]\[H:12])[C:3]1([H:11])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h3,6H,2H2,1H3/b6-5-",69.52333,3.06755,
7757,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:11])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10].[C:4](=[N:5][H:12])=[O:6],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C4H6.CHNO/c1-4-2-3-4;2-1-3/h2H,3H2,1H3;2H",74.12769,41.801759999999994,
7758,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@@:3]1([H:11])[C:2][C:7]([H:13])([H:14])[O:6]/[C:4]1=[N:5]\[H:12])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-4-2-3-7-5(4)6/h4,6H,3H2,1H3/b6-5-/t4-/m0/s1",83.24204,71.93330999999999,
7759,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]=[C:4]([N:5]([H:11])[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h3,6H2,1H3",71.91404,42.50107,
7760,[C:1]([C:2]1=[C:3]([H:11])/[C:4](=[N:5]/[H:12])[O:6][C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3](=[C:4]=[N:5][H:12])[H:11])([C:7](=[O:6])[H:14])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(6)7-3-4/h2,6H,3H2,1H3/b6-5-","InChI=1S/C5H7NO/c1-5(4-7)2-3-6/h2,4-6H,1H3/t5-/m0/s1",61.218,25.39718,
7761,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O-:1][N+:7]([N:3]=[C-:2][H:8])=[C:6]([N+:5]#[C:4][H:9])[H:10],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c1-4-3-6(7)5-2/h1-3H,185.2348,172.86341000000002,
7762,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O+:1]#[C-:2].[n:3]1[c:4]([H:9])[n:5]([H:8])[c:6]([H:10])[n:7]1,InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,"InChI=1S/C2H3N3.CO/c1-3-2-5-4-1;1-2/h1-2H,(H,3,4,5);",63.8416,8.41593,
7763,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]=[C:2]([N-:3][N:7]=[C:6]([N+:5]#[C:4][H:9])[H:10])[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c1-4-2-5-6-3-7/h1-3H,97.28749,80.49304000000001,
7764,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]=[C:2]([N:3]=[C:4]([N:5]=[C:6]=[N:7][H:10])[H:9])[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c4-1-5-2-6-3-7/h2-4H,82.59466,13.207379999999999,
7765,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]1[C@:2]2([H:8])[N:3]3[C@:4]2([H:9])[N:5]2[C@:6]1([H:10])[N:7]32,InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,"InChI=1S/C3H3N3O/c7-2-1-4(2)6-3(7)5(1)6/h1-3H/t1-,2+,3-,4?,5?,6?/m1/s1",143.75973,112.5579,
7766,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]=[C:2]([N+:3]([C@:4]1([H:9])[N:5]=[C:6]1[H:10])=[N-:7])[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c4-6(2-7)3-1-5-3/h1-3H/t3-/m0/s1,139.19808999999998,97.96478,
7767,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]=[C:2]([N:3]1[C@:4]2([H:9])[N:5]=[C:6]([H:10])[N:7]12)[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,"InChI=1S/C3H3N3O/c7-2-6-3-4-1-5(3)6/h1-3H/t3-,5?,6?/m1/s1",100.9926,88.31926,
7768,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O+:1]#[C-:2].[n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,"InChI=1S/C2H3N3.CO/c1-3-2-5-4-1;1-2/h1-2H,(H,3,4,5);",45.79882,2.03512,"1,2_Insertion_CO"
7769,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[C:4](#[N:5])[H:9].[O:1]=[C:2]([N-:3][N+:7]#[C:6][H:10])[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C2H2N2O.CHN/c1-3-4-2-5;1-2/h1-2H;1H,84.6104,72.34254,
7770,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]=[C:2]([C@:4]1([H:9])[N:3]=[N:7][C:6]([H:10])=[N:5]1)[H:8],InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c7-1-3-4-2-5-6-3/h1-3H/t3-/m0/s1,51.88803,38.98962,
7771,[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]1[C:2]([H:8])=[N:3][C:4]([H:9])=[N:5][C:6]([H:10])=[N:7]1,InChI=1S/C3H3N3O/c7-3-6-2-4-1-5-6/h1-3H,InChI=1S/C3H3N3O/c1-4-2-6-7-3-5-1/h1-3H,108.43391000000001,57.04108000000001,ketoenol
7772,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([c:2]1[n:3]([H:11])[n:4][c:5]([O-:6])[n+:7]1[H:12])([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)",61.60546,19.211029999999997,
7773,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([c:2]1[n:3][n:4]([H:11])[c:5]([O:6][H:12])[n:7]1)([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)",51.421170000000004,6.50151,ketoenol
7774,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C-:5]#[O+:6].[C:1]([C:2](/[N:3]=[N:4]/[H:11])=[N:7]\[H:12])([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C2H5N3.CO/c1-2(3)5-4;1-2/h3-4H,1H3;/b3-2+,5-4+;",83.93961,57.03644,
7775,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](/[N:3]=[N:4]/[H:11])=[N:7]/[C:5](=[O:6])[H:12])([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-3(6-4)5-2-7/h2,4H,1H3/b5-3-,6-4+",84.0711,54.858619999999995,
7776,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([N:3]=[C:2]=[N:7][H:12])([H:8])([H:9])[H:10].[N:4](=[C:5]=[O:6])[H:11],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C2H4N2.CHNO/c1-4-2-3;2-1-3/h3H,1H3;2H",92.72301,22.42972,
7777,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([c:2]1[n:3][n:4][c:5]([O:6][H:11])[n:7]1[H:12])([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)",57.79739,13.83951,ketoenol
7778,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](/[N:3]=[N:4]\[C:5](=[O:6])[H:11])=[N:7]\[H:12])([H:8])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-3(4)6-5-2-7/h2,4H,1H3/b4-3+,6-5-",79.68755999999999,61.859080000000006,
7779,[C:1]([c:2]1[n:3][n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2](/[N:3]=[N:4]/[H:11])[N:7]([C:5](=[O:6])[H:8])[H:12])([H:9])[H:10],"InChI=1S/C3H5N3O/c1-2-4-3(7)6-5-2/h1H3,(H2,4,5,6,7)","InChI=1S/C3H5N3O/c1-3(6-4)5-2-7/h2,4H,1H2,(H,5,7)/b6-4+",123.41973999999999,53.00216999999999,
7780,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1=[C:6]([H:18])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10].[H:17][H:19],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C7H12.H2/c1-7(2,3)6-4-5-6;/h4H,5H2,1-3H3;1H",120.07473,50.38929,
7781,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([H:15])[H:16])([H:8])([H:9])[H:10].[C:5](=[C:6]([H:18])[H:19])([C:7]([H:14])([H:20])[H:21])[H:17],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C4H8.C3H6/c1-4(2)3;1-3-2/h1H2,2-3H3;3H,1H2,2H3",89.52411,12.92352,
7782,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2][C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([H:11])([H:12])[H:13],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C5H8.C2H6/c1-2-5-3-4-5;1-2/h5H,3-4H2,1H3;1-2H3",142.79627,81.92505,
7783,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C@:5]([C:7]([C:4]([H:14])([H:15])[H:16])([H:20])[H:21])([H:17])[C:6]1([H:18])[H:19])([H:8])([H:9])[H:10],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C7H14/c1-4-6-5-7(6,2)3/h6H,4-5H2,1-3H3/t6-/m0/s1",128.81172,-1.654,
7784,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5][C:7]([C:6]([H:17])([H:18])[H:19])([H:20])[H:21])([H:8])([H:9])[H:10],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C7H14/c1-5-6-7(2,3)4/h5H2,1-4H3",69.50585,67.2214,
7785,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([H:17])[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:5]1[C:6]([H:18])([H:19])[C:7]1([H:20])[H:21])([H:8])([H:9])[H:10].[C:4]([H:14])([H:15])([H:16])[H:17],"InChI=1S/C7H14/c1-7(2,3)6-4-5-6/h6H,4-5H2,1-3H3","InChI=1S/C6H10.CH4/c1-5(2)6-3-4-6;/h3-4H2,1-2H3;1H4",118.3612,22.46852,
7786,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:12])[C:3]([H:11])=[N:4][C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3-4H,2H2,1H3/t4-/m0/s1",80.13914,8.43507,
7787,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]([C@:3]1([H:11])[N:4]([H:12])[C:5]1=[O:6])=[C:7]([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-3(2)4-5(7)6-4/h4H,1H2,2H3,(H,6,7)/t4-/m0/s1",92.23956,47.86874,
7788,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:13])[C:3]([H:11])=[N+:4]([H:12])[C:5]([O-:6])=[C:7]1[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h2-4,7H,1H3/t4-/m0/s1",52.7332,37.61318,
7789,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([c:2]1[c:3]([H:11])[n:4]([H:12])[c:5]([O:6][H:14])[c:7]1[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h2-3,6-7H,1H3",69.15518,8.23836,ketoenol
7790,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:14].[C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]=1[H:13],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C4H3NO.CH4/c6-4-2-1-3-5-4;/h2-3H,(H,5,6);1H4",111.12977,83.94058000000001,
7791,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C-:3][N:4]([H:12])[C+:5]([O:6][H:11])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h6-7H,2H2,1H3",130.44178,73.96855,
7792,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2](/[C:3](=[N:4]/[H:12])[H:11])=[C:7](/[C:5](=[O:6])[H:14])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-5(4-6)2-3-7/h2-4,6H,1H3/b5-2-,6-4+",57.486019999999996,32.58279,
7793,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@@:2]1(/[C:3](=[N:4]/[H:12])[H:11])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H7NO/c1-5(3-6)2-4(5)7/h3,6H,2H2,1H3/b6-3+/t5-/m1/s1",71.48835,48.44104,
7794,[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C-:3]=[N+:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])[H:9].[H:10][H:11],"InChI=1S/C5H7NO/c1-4-2-5(7)6-3-4/h3H,2H2,1H3,(H,6,7)","InChI=1S/C5H5NO.H2/c1-4-2-5(7)6-3-4;/h6H,1-2H2;1H",109.96723,65.04655,
