solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,303.15,K,0.20965,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,783.04,,0.811953745349755,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,313.15,K,0.21854,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,772.1,,0.671144832833896,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,323.15,K,0.25542,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,750.33,,0.797530856656402,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,313.15,K,0.26731,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,788,,0.680053801681716,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,323.15,K,0.27762,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,758.33,,0.801390368344663,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,313.15,K,0.29147,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,773.28,,0.997066783810717,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,323.15,K,0.33394,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,780,,0.813682334950104,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,323.15,K,0.4055,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,763.71,,1.21126186544053,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,283.15,K,3.8E-05,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,947.05,,-3.3132745103354,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,283.15,K,4E-05,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,802.06,,-3.25745713594194,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,283.15,K,4.1E-05,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,815.47,,-3.33346962832752,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,293.15,K,7E-05,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,926.92,,-3.05727682421665,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,283.15,K,0.000103,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,911.86,,-2.971931218753,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,293.15,K,0.000107,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,805.13,,-2.92238302117093,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,293.15,K,0.000116,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,791.25,,-2.80091926399008,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,303.15,K,0.000126,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,912.93,,-2.80858477043704,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,293.15,K,0.000161,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,900.29,,-2.78346311398779,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,303.15,K,0.00018,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,794.67,,-2.70214177687383,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,313.15,K,0.000192,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,906.9,,-2.62850349572144,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,303.15,K,0.000215,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,888.49,,-2.66355695586124,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,313.15,K,0.000273,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,876.46,,-2.56572801717912,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,323.15,K,0.000276,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,884.92,,-2.48151454431718,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,313.15,K,0.000298,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,784.12,,-2.48895104570793,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,323.15,K,0.000345,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,864.17,,-2.47017320523664,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,303.15,K,0.000348,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,780.19,,-2.32981057310526,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,283.15,K,0.000408,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,792.91,,-2.10300370178612,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,323.15,K,0.000434,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,773.53,,-2.33152386413023,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",288.15,K,0.000476,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,1040.91,Extrapolation using 14 values from 288.71 K to 338.71 K,-2.24951443636809,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",293.15,K,0.000593,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,1034.86,,-2.15654743623793,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,283.15,K,0.000766,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,813.97,,-2.07449093590308,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,313.15,K,0.000859,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,768.9,,-1.94350511330873,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",303.15,K,0.000872,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,1022.3,,-1.99426762756528,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,293.15,K,0.001034,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,806.07,,-1.94831831161447,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,293.15,K,0.001247,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,783.97,,-1.62235718769093,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,283.15,K,0.001407,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,817.49,,-1.80827287236262,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,283.15,K,0.001534,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,809.41,,-1.77500025673156,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",313.15,K,0.001559,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,1010.96,,-1.74648366220214,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,303.15,K,0.001824,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,797.86,,-1.70591649813866,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,323.15,K,0.001869,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,757.32,,-1.61204017385983,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,303.15,K,0.002517,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,771.92,,-1.32351498213366,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,293.15,K,0.002574,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,801.92,,-1.55380199852123,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",323.15,K,0.002659,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,998.88,,-1.51935336132677,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,283.15,K,0.002715,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,795.12,,-1.44318413295276,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,293.15,K,0.003233,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,786,,-1.3721327582333,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,313.15,K,0.003655,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,789.19,,-1.40800169207877,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,293.15,K,0.004269,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,809.75,,-1.3291258179435,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,313.15,K,0.004507,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,761.56,,-1.07551151557543,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,283.15,K,0.004888,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,811.66,,-1.17793397998704,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,303.15,K,0.00492,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,777,,-1.19403923345688,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,303.15,K,0.004951,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,794.42,,-1.27276227324652,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,283.15,K,0.006378,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,1342.83,,-0.988553707216395,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,323.15,K,0.006639,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,750.33,,-0.912817114016817,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,293.15,K,0.007797,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,803.5,,-0.978254478037771,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,313.15,K,0.00807,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,768,,-0.982813628073121,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,313.15,K,0.008109,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,786.92,,-1.06122696721712,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,303.15,K,0.008286,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,801.84,,-1.04361469912973,Converted from mole fraction
"InChI=1/C6H11NO2S.ClH/c1-2-9-6(8)5-3-10-4-7-5;/h5,7H,2-4H2,1H3;1H/t5-;/m0./s1",CCOC(=O)[C@@H]1CSCN1.Cl,ethyl l-thiazolidine-4-carboxylate hydrochloride,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,323.15,K,0.009356,,mole fraction,https://doi.org/10.1021/acs.jced.1c00079,780.1,,-1.00233802370692,Converted from mole fraction
